run_id,epoch,train_loss,train_acc,val_loss,val_acc
cifar10_clip_vitb32_teacher_matched_mlp_probe,1,1.2488065939479405,0.6529166666666667,0.6612051415443421,0.79
cifar10_clip_vitb32_teacher_matched_mlp_probe,2,0.5944009102715386,0.7966666666666666,0.556717598438263,0.81125
cifar10_clip_vitb32_teacher_matched_mlp_probe,3,0.5141545446713766,0.8272222222222222,0.5176966691017151,0.82
cifar10_clip_vitb32_teacher_matched_mlp_probe,4,0.4754859118991428,0.8370833333333333,0.513311414718628,0.825
cifar10_clip_vitb32_teacher_matched_mlp_probe,5,0.45740074263678654,0.8391666666666666,0.5058343291282654,0.825
cifar10_clip_vitb32_teacher_matched_mlp_probe,6,0.4373493748241001,0.8488888888888889,0.4884005117416382,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,7,0.4276954544915093,0.8509722222222222,0.4928699445724487,0.82625
cifar10_clip_vitb32_teacher_matched_mlp_probe,8,0.40948678029908075,0.8584722222222222,0.49086656332015993,0.82875
cifar10_clip_vitb32_teacher_matched_mlp_probe,9,0.4016169116894404,0.8591666666666666,0.49429073810577395,0.83
cifar10_clip_vitb32_teacher_matched_mlp_probe,10,0.3910990905099445,0.8645833333333334,0.5014945316314697,0.82625
cifar10_clip_vitb32_teacher_matched_mlp_probe,11,0.3827944036324819,0.8636111111111111,0.4806611466407776,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,12,0.37316033098432755,0.8702777777777778,0.5124577784538269,0.83
cifar10_clip_vitb32_teacher_matched_mlp_probe,13,0.36332411739561293,0.8755555555555555,0.483949568271637,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,14,0.3566236442989773,0.8766666666666667,0.4823667287826538,0.83125
cifar10_clip_vitb32_teacher_matched_mlp_probe,15,0.34786357124646505,0.8801388888888889,0.4752916169166565,0.84125
cifar10_clip_vitb32_teacher_matched_mlp_probe,16,0.3487565301524268,0.8781944444444445,0.48477232933044434,0.83375
cifar10_clip_vitb32_teacher_matched_mlp_probe,17,0.33572936481899684,0.88375,0.4997084367275238,0.83
cifar10_clip_vitb32_teacher_matched_mlp_probe,18,0.3374503093295627,0.8788888888888889,0.4922167277336121,0.83125
cifar10_clip_vitb32_teacher_matched_mlp_probe,19,0.32678553832901847,0.8870833333333333,0.5062603688240052,0.83
cifar10_clip_vitb32_teacher_matched_mlp_probe,20,0.32149434480402206,0.8881944444444444,0.4957854080200195,0.8275
cifar10_clip_vitb32_teacher_matched_mlp_probe,21,0.3167087199952867,0.8875,0.5019112658500672,0.82625
cifar10_clip_vitb32_teacher_matched_mlp_probe,22,0.3113764590687222,0.8879166666666667,0.486408154964447,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,23,0.30684839891062843,0.8905555555555555,0.4699581789970398,0.84375
cifar10_clip_vitb32_teacher_matched_mlp_probe,24,0.3038482553429074,0.8919444444444444,0.48789592266082765,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,25,0.2935166292720371,0.8983333333333333,0.4918405723571777,0.8425
cifar10_clip_vitb32_teacher_matched_mlp_probe,26,0.2925350487894482,0.8976388888888889,0.49251599788665773,0.845
cifar10_clip_vitb32_teacher_matched_mlp_probe,27,0.2885496844185723,0.8991666666666667,0.4757329845428467,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,28,0.28257990068859523,0.9006944444444445,0.49424237847328184,0.845
cifar10_clip_vitb32_teacher_matched_mlp_probe,29,0.2756226609150569,0.9022222222222223,0.5015831124782563,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,30,0.2753188502788544,0.9025,0.5028287267684937,0.84625
cifar10_clip_vitb32_teacher_matched_mlp_probe,31,0.27225035932328967,0.9022222222222223,0.49589412212371825,0.8425
cifar10_clip_vitb32_teacher_matched_mlp_probe,32,0.2672421630223592,0.9059722222222222,0.5049791049957275,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,33,0.2647668686177995,0.9069444444444444,0.5039022517204285,0.84125
cifar10_clip_vitb32_teacher_matched_mlp_probe,34,0.255208681623141,0.9097222222222222,0.5142468678951263,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,35,0.2545145591431194,0.9094444444444445,0.5000203621387481,0.84625
cifar10_clip_vitb32_teacher_matched_mlp_probe,36,0.25384668939643434,0.9122222222222223,0.5088635969161988,0.84625
cifar10_clip_vitb32_teacher_matched_mlp_probe,37,0.24456327007876502,0.9184722222222222,0.5451748478412628,0.82875
cifar10_clip_vitb32_teacher_matched_mlp_probe,38,0.2429098508755366,0.9134722222222222,0.5125471389293671,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,39,0.23961588773462508,0.915,0.500035697221756,0.84625
cifar10_clip_vitb32_teacher_matched_mlp_probe,40,0.2341956420077218,0.9205555555555556,0.5174466812610626,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,41,0.23286890301439497,0.91875,0.528093090057373,0.84375
cifar10_clip_vitb32_teacher_matched_mlp_probe,42,0.2256471558411916,0.9222222222222223,0.5357941746711731,0.84
cifar10_clip_vitb32_teacher_matched_mlp_probe,43,0.2241803232166502,0.9234722222222222,0.5266403818130493,0.8425
cifar10_clip_vitb32_teacher_matched_mlp_probe,44,0.2205761744081974,0.9226388888888889,0.5214862430095673,0.84
cifar10_clip_vitb32_teacher_matched_mlp_probe,45,0.21495353003342946,0.9261111111111111,0.5463480401039124,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,46,0.21472018281618754,0.9259722222222222,0.5290021061897278,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,47,0.20857070551978218,0.9275,0.5285564172267914,0.84
cifar10_clip_vitb32_teacher_matched_mlp_probe,48,0.20693545427587298,0.9302777777777778,0.567169064283371,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,49,0.19850141690837012,0.9320833333333334,0.5877474045753479,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,50,0.2011844990650813,0.93,0.5474881112575531,0.845
cifar10_clip_vitb32_teacher_matched_mlp_probe,51,0.19062927848762937,0.9361111111111111,0.541567153930664,0.8475
cifar10_clip_vitb32_teacher_matched_mlp_probe,52,0.19286678473154703,0.9355555555555556,0.5455815970897675,0.845
cifar10_clip_vitb32_teacher_matched_mlp_probe,53,0.1881971828970644,0.9370833333333334,0.5566644060611725,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,54,0.18482144316037497,0.9370833333333334,0.5893372905254364,0.84125
cifar10_clip_vitb32_teacher_matched_mlp_probe,55,0.17934885713789198,0.9420833333333334,0.5869476318359375,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,56,0.17728428956535128,0.94,0.5909174346923828,0.8425
cifar10_clip_vitb32_teacher_matched_mlp_probe,57,0.17310787094963923,0.94,0.5885546278953552,0.84125
cifar10_clip_vitb32_teacher_matched_mlp_probe,58,0.17033290084865357,0.9423611111111111,0.5911243915557861,0.84125
cifar10_clip_vitb32_teacher_matched_mlp_probe,59,0.1620259965956211,0.945,0.6203474354743957,0.84
cifar10_clip_vitb32_teacher_matched_mlp_probe,60,0.16335901223950916,0.9444444444444444,0.6093562197685242,0.84625
cifar10_clip_vitb32_teacher_matched_mlp_probe,61,0.16054283797740937,0.9451388888888889,0.6143256258964539,0.84375
cifar10_clip_vitb32_teacher_matched_mlp_probe,62,0.15844645582967334,0.9463888888888888,0.568793706893921,0.845
cifar10_clip_vitb32_teacher_matched_mlp_probe,63,0.1547212986813651,0.9484722222222223,0.581011152267456,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,64,0.15668796552552117,0.9490277777777778,0.5959533286094666,0.84125
cifar10_clip_vitb32_teacher_matched_mlp_probe,65,0.14907017884982957,0.95,0.5961965346336364,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,66,0.14396814147631326,0.9518055555555556,0.6130588614940643,0.84125
cifar10_clip_vitb32_teacher_matched_mlp_probe,67,0.14121834248304366,0.9533333333333334,0.63636798620224,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,68,0.13708247237735324,0.95625,0.618708770275116,0.8425
cifar10_clip_vitb32_teacher_matched_mlp_probe,69,0.137142271829976,0.9565277777777778,0.6130142664909363,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,70,0.13734378188848495,0.9545833333333333,0.6273604941368103,0.84
cifar10_clip_vitb32_teacher_matched_mlp_probe,71,0.13277115328444375,0.9554166666666667,0.6256147933006286,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,72,0.1272374426325162,0.9598611111111112,0.6526931643486023,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,73,0.1259197074174881,0.9594444444444444,0.640669584274292,0.8425
cifar10_clip_vitb32_teacher_matched_mlp_probe,74,0.12503698638743824,0.9590277777777778,0.6317582130432129,0.84
cifar10_clip_vitb32_teacher_matched_mlp_probe,75,0.11765138089656829,0.9627777777777777,0.6734707832336426,0.83375
cifar10_clip_vitb32_teacher_matched_mlp_probe,76,0.11587582909398608,0.965,0.6939193272590637,0.83375
cifar10_clip_vitb32_teacher_matched_mlp_probe,77,0.11739556130435731,0.9591666666666666,0.6414668369293213,0.84125
cifar10_clip_vitb32_teacher_matched_mlp_probe,78,0.10969311846627129,0.9668055555555556,0.6682844924926757,0.8425
cifar10_clip_vitb32_teacher_matched_mlp_probe,79,0.1082234535449081,0.9645833333333333,0.7062008714675904,0.83125
cifar10_clip_vitb32_teacher_matched_mlp_probe,80,0.10950152511397998,0.9643055555555555,0.7106229257583618,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,81,0.10248671054840088,0.9680555555555556,0.6740533328056335,0.84375
cifar10_clip_vitb32_teacher_matched_mlp_probe,82,0.10064926909075843,0.9704166666666667,0.7039986252784729,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,83,0.10062975294060177,0.9681944444444445,0.7097991681098939,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,84,0.09322909729348289,0.9709722222222222,0.6955289816856385,0.845
cifar10_clip_vitb32_teacher_matched_mlp_probe,85,0.09802938497728772,0.9686111111111111,0.7278966093063355,0.84375
cifar10_clip_vitb32_teacher_matched_mlp_probe,86,0.09592205551763376,0.9697222222222223,0.7275307178497314,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,87,0.09200160453716914,0.9704166666666667,0.7530837130546569,0.83375
cifar10_clip_vitb32_teacher_matched_mlp_probe,88,0.08814924091100693,0.9747222222222223,0.7082144784927368,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,89,0.08740385588672427,0.9729166666666667,0.7219526481628418,0.84
cifar10_clip_vitb32_teacher_matched_mlp_probe,90,0.0806902631951703,0.9754166666666667,0.7188568949699402,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,91,0.08781792208552361,0.9702777777777778,0.7526241993904114,0.83125
cifar10_clip_vitb32_teacher_matched_mlp_probe,92,0.08177838135096761,0.9754166666666667,0.7701408314704895,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,93,0.07779596373438835,0.9761111111111112,0.7681469297409058,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,94,0.07501705845197042,0.9768055555555556,0.7525746989250183,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,95,0.0779821624358495,0.9761111111111112,0.7468856024742127,0.845
cifar10_clip_vitb32_teacher_matched_mlp_probe,96,0.07122727049721612,0.9777777777777777,0.7528519201278686,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,97,0.07136154155764315,0.9791666666666666,0.77142324924469,0.84125
cifar10_clip_vitb32_teacher_matched_mlp_probe,98,0.07287105944421557,0.9763888888888889,0.7912197065353394,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,99,0.07230609461665154,0.9769444444444444,0.787165789604187,0.84125
cifar10_clip_vitb32_teacher_matched_mlp_probe,100,0.06455134730372164,0.9826388888888888,0.8129798293113708,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,101,0.07069626486963695,0.9791666666666666,0.8323786115646362,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,102,0.0654174896909131,0.9804166666666667,0.7845885896682739,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,103,0.06322760256628196,0.9809722222222222,0.817111361026764,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,104,0.05762153194182449,0.985,0.8131843733787537,0.83
cifar10_clip_vitb32_teacher_matched_mlp_probe,105,0.06099361476384931,0.9827777777777778,0.8254904103279114,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,106,0.06321763974924882,0.9809722222222222,0.8291470098495484,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,107,0.05599233434432083,0.9844444444444445,0.8412343835830689,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,108,0.05775413396457831,0.9831944444444445,0.8517152214050293,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,109,0.055536009131206404,0.98375,0.8317634510993958,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,110,0.05316102177732521,0.98375,0.8314924883842468,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,111,0.052498693532413904,0.9845833333333334,0.8706911730766297,0.84
cifar10_clip_vitb32_teacher_matched_mlp_probe,112,0.048635526018010244,0.98625,0.8574985218048096,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,113,0.05097689049939314,0.98625,0.8611903357505798,0.84
cifar10_clip_vitb32_teacher_matched_mlp_probe,114,0.04748543284005589,0.9879166666666667,0.9068226099014283,0.83375
cifar10_clip_vitb32_teacher_matched_mlp_probe,115,0.046483311901489896,0.98625,0.8627957916259765,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,116,0.046058990408976874,0.9868055555555556,0.8830943250656128,0.84
cifar10_clip_vitb32_teacher_matched_mlp_probe,117,0.042828427991933295,0.9888888888888889,0.8606925988197327,0.84375
cifar10_clip_vitb32_teacher_matched_mlp_probe,118,0.04392871294584539,0.9873611111111111,0.9032799434661866,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,119,0.04260878283944395,0.9883333333333333,0.9302780508995057,0.82875
cifar10_clip_vitb32_teacher_matched_mlp_probe,120,0.04949581222815646,0.9847222222222223,0.8977613091468811,0.8275
cifar10_clip_vitb32_teacher_matched_mlp_probe,121,0.044603180976377596,0.9877777777777778,0.9033697128295899,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,122,0.0445957495065199,0.9873611111111111,0.8996493101119996,0.84125
cifar10_clip_vitb32_teacher_matched_mlp_probe,123,0.04007887245880233,0.9894444444444445,0.9420840120315552,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,124,0.038194374355177085,0.9893055555555555,0.8957872581481934,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,125,0.041433330178260806,0.9873611111111111,0.9149374866485596,0.83125
cifar10_clip_vitb32_teacher_matched_mlp_probe,126,0.03831258947650591,0.9897222222222222,0.9246530485153198,0.83375
cifar10_clip_vitb32_teacher_matched_mlp_probe,127,0.03711213171482086,0.9897222222222222,0.9402767324447632,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,128,0.03357239955001407,0.9913888888888889,0.9377499294281005,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,129,0.03748132206913498,0.9894444444444445,0.983747067451477,0.82625
cifar10_clip_vitb32_teacher_matched_mlp_probe,130,0.034525112625625395,0.9906944444444444,0.9739973974227906,0.8275
cifar10_clip_vitb32_teacher_matched_mlp_probe,131,0.03316528574874004,0.99125,0.9879376339912415,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,132,0.03359610508713457,0.9911111111111112,0.9892822194099427,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,133,0.03542927372372813,0.9901388888888889,0.9688038945198059,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,134,0.032857435970670645,0.9911111111111112,0.9882556295394898,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,135,0.0284154918582903,0.9926388888888888,0.9709092092514038,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,136,0.029069060083064768,0.9931944444444445,0.9926597261428833,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,137,0.027723868040161,0.9933333333333333,1.0130354499816894,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,138,0.029968636189070013,0.9926388888888888,1.0202766346931458,0.84
cifar10_clip_vitb32_teacher_matched_mlp_probe,139,0.02724915013338129,0.9934722222222222,1.0084171795845032,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,140,0.025736047871824767,0.9930555555555556,1.0262099361419679,0.83125
cifar10_clip_vitb32_teacher_matched_mlp_probe,141,0.027563561528093285,0.9933333333333333,1.0568556237220763,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,142,0.025167805428306263,0.9940277777777777,1.0335012912750243,0.83125
cifar10_clip_vitb32_teacher_matched_mlp_probe,143,0.029690954813526738,0.9918055555555556,1.0165627694129944,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,144,0.026619674207435714,0.9929166666666667,1.0482408666610719,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,145,0.024041205847428904,0.9941666666666666,1.014725205898285,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,146,0.027447432194732956,0.9920833333333333,0.9988001704216003,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,147,0.027160829284952746,0.99125,1.024365873336792,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,148,0.02715872611022658,0.9925,1.0609870910644532,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,149,0.022085961560822195,0.9944444444444445,1.0580203676223754,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,150,0.020419206296404202,0.9947222222222222,1.058495454788208,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,151,0.022786464424182973,0.9943055555555556,1.0354446578025818,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,152,0.021745792138907646,0.9940277777777777,1.081432602405548,0.83375
cifar10_clip_vitb32_teacher_matched_mlp_probe,153,0.020825021712937288,0.9938888888888889,1.116312506198883,0.83
cifar10_clip_vitb32_teacher_matched_mlp_probe,154,0.021369809230996503,0.995,1.0843165683746339,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,155,0.022210823932869567,0.9948611111111111,1.0918850898742676,0.82625
cifar10_clip_vitb32_teacher_matched_mlp_probe,156,0.02551986207978593,0.9930555555555556,1.0621432447433472,0.83375
cifar10_clip_vitb32_teacher_matched_mlp_probe,157,0.020041446919656463,0.9952777777777778,1.0723785734176636,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,158,0.021384661754386292,0.995,1.0983651709556579,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,159,0.017622628069172305,0.9966666666666667,1.110786907672882,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,160,0.01780073381546471,0.9965277777777778,1.1158802723884582,0.83125
cifar10_clip_vitb32_teacher_matched_mlp_probe,161,0.017024390128337674,0.9958333333333333,1.1252261567115784,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,162,0.019259356992940107,0.9947222222222222,1.188334686756134,0.83125
cifar10_clip_vitb32_teacher_matched_mlp_probe,163,0.020344997320531143,0.995,1.1713677644729614,0.83375
cifar10_clip_vitb32_teacher_matched_mlp_probe,164,0.019311210001922315,0.9952777777777778,1.1460898303985596,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,165,0.014966920436256461,0.9966666666666667,1.155838556289673,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,166,0.016809177487674687,0.9963888888888889,1.1596154642105103,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,167,0.018250385818796025,0.9956944444444444,1.1426336812973021,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,168,0.01842113104545408,0.9955555555555555,1.1460845828056336,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,169,0.018178784120827914,0.9958333333333333,1.1909486079216003,0.82875
cifar10_clip_vitb32_teacher_matched_mlp_probe,170,0.015617246312192745,0.99625,1.117867705821991,0.84
cifar10_clip_vitb32_teacher_matched_mlp_probe,171,0.013731686124164198,0.9966666666666667,1.1604534769058228,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,172,0.01589926468104952,0.9954166666666666,1.2299144268035889,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,173,0.01889152658171952,0.9956944444444444,1.1386124730110168,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,174,0.015878581195655796,0.9961111111111111,1.2010174369812012,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,175,0.015867194728925824,0.9952777777777778,1.1823275899887085,0.83375
cifar10_clip_vitb32_teacher_matched_mlp_probe,176,0.014227486881944869,0.9970833333333333,1.1561620879173278,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,177,0.014198147604345448,0.9961111111111111,1.1754365253448487,0.83125
cifar10_clip_vitb32_teacher_matched_mlp_probe,178,0.014873528807010088,0.9963888888888889,1.1981732773780822,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,179,0.011915487046870921,0.9980555555555556,1.15641263961792,0.83125
cifar10_clip_vitb32_teacher_matched_mlp_probe,180,0.01687649106917282,0.9952777777777778,1.1984932398796082,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,181,0.01464581918437034,0.9959722222222223,1.2711495494842528,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,182,0.010423495593584246,0.9980555555555556,1.2677523016929626,0.82875
cifar10_clip_vitb32_teacher_matched_mlp_probe,183,0.012749940445646644,0.9973611111111111,1.246006875038147,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,184,0.011124649384162492,0.9975,1.2553958344459533,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,185,0.01725089265499264,0.9947222222222222,1.2200116777420045,0.83625
cifar10_clip_vitb32_teacher_matched_mlp_probe,186,0.01372782360865838,0.9966666666666667,1.2873741269111634,0.83125
cifar10_clip_vitb32_teacher_matched_mlp_probe,187,0.012301445723407798,0.9972222222222222,1.2493450045585632,0.82875
cifar10_clip_vitb32_teacher_matched_mlp_probe,188,0.013245432073664335,0.99625,1.18974426984787,0.83125
cifar10_clip_vitb32_teacher_matched_mlp_probe,189,0.01279609957916869,0.9972222222222222,1.2011625790596008,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,190,0.014599389870547586,0.9956944444444444,1.2606775546073914,0.8275
cifar10_clip_vitb32_teacher_matched_mlp_probe,191,0.013167632253219683,0.9973611111111111,1.2514908909797668,0.83375
cifar10_clip_vitb32_teacher_matched_mlp_probe,192,0.014796809057394663,0.9958333333333333,1.237844204902649,0.84
cifar10_clip_vitb32_teacher_matched_mlp_probe,193,0.012644335156203144,0.9968055555555555,1.2346362733840943,0.8375
cifar10_clip_vitb32_teacher_matched_mlp_probe,194,0.011690401946608392,0.9969444444444444,1.2889584851264955,0.8275
cifar10_clip_vitb32_teacher_matched_mlp_probe,195,0.008891542420929505,0.9986111111111111,1.3095663642883302,0.835
cifar10_clip_vitb32_teacher_matched_mlp_probe,196,0.011132432925514878,0.9972222222222222,1.2752938461303711,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,197,0.01042354675837689,0.9975,1.2936249566078186,0.83875
cifar10_clip_vitb32_teacher_matched_mlp_probe,198,0.010255062117551764,0.9976388888888889,1.2875667381286622,0.83
cifar10_clip_vitb32_teacher_matched_mlp_probe,199,0.01210067780688405,0.9977777777777778,1.2252604603767394,0.8325
cifar10_clip_vitb32_teacher_matched_mlp_probe,200,0.008606161407143292,0.9984722222222222,1.2945421171188354,0.83375
